'Agency Name','Days after Jan 1','Hours past Midnight','Route Type','Related Non-Motorist','Collision Type',Weather,'Surface Condition',Light,'Traffic Control','Driver Substance Abuse','Non-Motorist Substance Abuse','Pedestrian Movement','Pedestrian Actions','Pedestrian Location','At Fault','Safety Equipment','Lat- Normalized','Long- Normalized','Injury Severity'
MONTGOMERY,45450,8.767,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Inattentive,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.528623,0.970921,'Possible Injury'
MONTGOMERY,42418,18.3,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'AT INTERSECTION BUT NO CROSSWALK',Yes,None,0.563238,0.96466,'Possible Injury'
MONTGOMERY,43502,9.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.723169,0.883633,'Suspected Minor Injury'
GAITHERSBURG,44264,8.25,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'OUTSIDE RIGHT OF WAY',No,None,0.642688,0.878431,'No Apparent Injury'
MONTGOMERY,43547,20,County,Pedestrian,'Single Vehicle',Clear,Dry,Dusk,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.489596,0.918653,'Possible Injury'
MONTGOMERY,44005,15.333,County,Pedestrian,'HEAD ON LEFT TURN',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected',' Working',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.567114,0.907346,'Suspected Minor Injury'
MONTGOMERY,42603,10,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.510706,0.956019,'Suspected Minor Injury'
ROCKVILLE,44825,16.817,' Public Roadway',' PEDALCYCLIST','Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.641588,0.887499,'Suspected Minor Injury'
MONTGOMERY,45631,12.117,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Cycling on Sidewalk','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY AT CROSSWALK',Yes,None,0.504075,0.946362,'No Apparent Injury'
ROCKVILLE,42377,17.117,Municipality,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.615965,0.893054,'Suspected Minor Injury'
MONTGOMERY,42866,5.133,'Maryland (State)',Bicyclist,'Single Vehicle',Cloudy,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY NOT AT CROSSWALK',No,Yes,0.506601,0.909428,'Suspected Serious Injury'
MONTGOMERY,42463,15.967,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding against Traffic','WRONG WAY RIDING OR WALKING','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.510793,0.963737,'Possible Injury'
MONTGOMERY,43444,17.333,Government,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY AT CROSSWALK',Yes,None,0.480724,0.916074,'Suspected Minor Injury'
MONTGOMERY,43169,16.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,SIDEWALK,No,None,0.715468,0.855746,'Possible Injury'
MONTGOMERY,45404,20.25,'Maryland (State)',' CONVEYANCE','STRAIGHT MOVEMENT ANGLE',Clear,Dry,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY AT CROSSWALK',Yes,None,0.49881,0.915944,'Suspected Minor Injury'
MONTGOMERY,44855,14.167,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'INSIDE BUILDING',No,None,0.609782,0.927843,'Suspected Minor Injury'
MONTGOMERY,45646,11.317,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.54268,0.926424,'Suspected Serious Injury'
MONTGOMERY,44873,7.333,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','ALCOHOL CONTRIBUTED','None Detected','Walking to/from school','FAILURE TO YIELD RIGHT OF WAY','AT INTERSECTION BUT NO CROSSWALK',No,None,0.64653,0.866045,'Fatal Injury'
ROCKVILLE,43478,15.3,Municipality,Pedestrian,'Single Vehicle',Snow,Snow,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,SIDEWALK,No,None,0.615977,0.881932,'Possible Injury'
MONTGOMERY,44111,8.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Getting off/on Vehicle',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.523012,0.901929,'Suspected Minor Injury'
MONTGOMERY,43333,21.667,County,Pedestrian,'Single Vehicle',Clear,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',No,None,0.517194,0.96856,'Suspected Minor Injury'
MONTGOMERY,44641,17.8,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.547123,0.905234,'Suspected Minor Injury'
MONTGOMERY,43320,12.35,'Maryland (State)',Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',' Working',None,'ON ROADWAY AT CROSSWALK',No,None,0.829427,0.867045,'No Apparent Injury'
MONTGOMERY,42849,18.283,County,Pedestrian,'Single Vehicle',Cloudy,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'AT INTERSECTION BUT NO CROSSWALK',Yes,None,0.579015,0.939962,'Possible Injury'
MONTGOMERY,44908,21.15,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.548545,0.921718,'Possible Injury'
MONTGOMERY,42622,8.5,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.492449,0.926765,'Possible Injury'
ROCKVILLE,43809,17.5,Municipality,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,SIDEWALK,No,None,0.608484,0.894073,'Suspected Minor Injury'
MONTGOMERY,42803,13.383,County,Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.569544,0.961911,'Possible Injury'
ROCKVILLE,42627,17.083,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.622637,0.900585,'Possible Injury'
MONTGOMERY,44302,17.8,'Maryland (State)',Bicyclist,'Single Vehicle',Cloudy,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.577361,0.938769,'Possible Injury'
'Maryland-National Capital',42498,13.3,Government,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'MIDBLOCK MARKED CROSSWALK',Yes,None,0.480609,0.91603,'Possible Injury'
MONTGOMERY,42843,16.75,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.501633,0.919161,'No Apparent Injury'
ROCKVILLE,43651,17.65,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.603154,0.897225,'Suspected Minor Injury'
MONTGOMERY,44778,13.75,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.507422,0.96051,'Suspected Minor Injury'
MONTGOMERY,42268,20.85,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','OUTSIDE RIGHT OF WAY',Yes,None,0.522088,0.910214,'Possible Injury'
MONTGOMERY,43771,5.667,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.568666,0.928717,'Suspected Minor Injury'
MONTGOMERY,43558,17.2,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.555295,0.938209,'Suspected Serious Injury'
GAITHERSBURG,44408,18.617,Municipality,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY AT CROSSWALK',Yes,None,0.647321,0.866499,'No Apparent Injury'
MONTGOMERY,43010,7.383,County,Pedestrian,'Single Vehicle',Clear,Dry,Dawn,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.629764,0.936904,'Possible Injury'
MONTGOMERY,44159,13.167,'Maryland (State)',Bicyclist,'SAME DIR REAR END',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.540519,0.864125,'No Apparent Injury'
MONTGOMERY,43893,8.083,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,SHOULDER,No,Yes,0.501937,0.947198,'Possible Injury'
MONTGOMERY,42807,15.367,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.493548,0.917242,'Suspected Minor Injury'
MONTGOMERY,42915,15.617,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,'ON ROADWAY AT CROSSWALK',No,None,0.492719,0.920456,'Possible Injury'
'Maryland-National Capital',45432,15,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.751143,0.852919,'Suspected Minor Injury'
MONTGOMERY,43080,15.283,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.668082,0.870232,'Suspected Minor Injury'
MONTGOMERY,44257,7.833,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.577308,0.938748,'Possible Injury'
MONTGOMERY,43037,10.167,County,Pedestrian,'Single Vehicle',Cloudy,Wet,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.722287,0.82307,'No Apparent Injury'
MONTGOMERY,44075,10.5,County,Bicyclist,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,'ON ROADWAY AT CROSSWALK',No,None,0.710261,0.870976,'Suspected Minor Injury'
MONTGOMERY,42872,4.433,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','AT AT INTERSECTION MARKED CROSSWALK',Yes,None,0.629694,0.876769,'Suspected Serious Injury'
MONTGOMERY,42857,14.033,'Maryland (State)',Pedestrian,'HEAD ON LEFT TURN',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,SIDEWALK,No,None,0.577951,0.939276,'Suspected Serious Injury'
MONTGOMERY,42631,17.683,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.558522,0.939259,'Suspected Serious Injury'
MONTGOMERY,42700,14.967,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.535638,0.941018,'Suspected Minor Injury'
MONTGOMERY,43220,0,County,Pedestrian,'HEAD ON LEFT TURN',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.590709,0.945275,'No Apparent Injury'
ROCKVILLE,44588,16.167,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.581084,0.907451,'Suspected Minor Injury'
MONTGOMERY,43755,16.317,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.543572,0.917657,'Suspected Minor Injury'
MONTGOMERY,42647,11.667,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.470342,0.915226,'Suspected Serious Injury'
GAITHERSBURG,44644,8.817,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY AT CROSSWALK',Yes,None,0.673475,0.880043,'Possible Injury'
MONTGOMERY,42089,19.817,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Rain,Wet,'Dark - Not Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','NOT VISIBLE','ON ROADWAY AT CROSSWALK',No,None,0.607302,0.92614,'Possible Injury'
MONTGOMERY,43805,16.95,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Not Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','AT INTERSECTION BUT NO CROSSWALK',Yes,None,0.551572,0.896439,'Suspected Minor Injury'
MONTGOMERY,43027,13.917,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'INSIDE BUILDING',No,None,0.701788,0.789501,'No Apparent Injury'
MONTGOMERY,42253,15.75,County,Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.695457,0.888733,'Suspected Minor Injury'
MONTGOMERY,44037,12.4,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,SIDEWALK,No,None,0.571336,0.938528,'Suspected Minor Injury'
ROCKVILLE,42284,17.117,Municipality,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY NOT AT CROSSWALK',Yes,Yes,0.607302,0.893247,'Possible Injury'
GAITHERSBURG,42650,6.167,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.675826,0.862153,'Suspected Minor Injury'
MONTGOMERY,44168,19.1,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.648655,0.881229,'Possible Injury'
MONTGOMERY,43382,6.933,'Maryland (State)',Pedestrian,'ANGLE MEETS RIGHT TURN',Clear,Dry,Dawn,'NO CONTROLS','None Detected','None Detected',Standing,None,SIDEWALK,No,None,0.601585,0.928734,'Possible Injury'
GAITHERSBURG,43456,12.45,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Getting off/on Vehicle',None,'ON ROADWAY AT CROSSWALK',No,None,0.689054,0.86653,'Suspected Minor Injury'
MONTGOMERY,42008,14.917,County,Pedestrian,'Single Vehicle',Rain,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.468483,0.921943,'Possible Injury'
MONTGOMERY,42801,19.3,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Not Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.54549,0.939671,'Possible Injury'
MONTGOMERY,43164,5.567,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,'Dark - Lighted','FLASHING TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY AT CROSSWALK',Yes,None,0.558415,0.939451,'Suspected Serious Injury'
MONTGOMERY,42133,20.7,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY AT CROSSWALK',No,None,0.645465,0.850094,'Possible Injury'
MONTGOMERY,43746,10.183,'Maryland (State)',Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.507573,0.918097,'No Apparent Injury'
MONTGOMERY,43221,23.75,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Getting off/on Vehicle',None,'ON ROADWAY AT CROSSWALK',No,None,0.509893,0.941758,'Possible Injury'
MONTGOMERY,42794,9.517,'US (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.533771,0.954792,'Possible Injury'
MONTGOMERY,45651,21.45,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.715047,0.854744,'No Apparent Injury'
ROCKVILLE,45375,7.75,Municipality,Pedestrian,'Single Vehicle',Rain,Wet,Dawn,'NO CONTROLS','None Detected','None Detected','Walking to/from school',None,'ON ROADWAY AT CROSSWALK',No,None,0.602828,0.895315,'Possible Injury'
ROCKVILLE,43979,6.633,Municipality,Pedestrian,'Single Vehicle',Rain,Wet,Dusk,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.621467,0.875766,'Suspected Minor Injury'
MONTGOMERY,45611,16.083,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Playing,None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.514954,0.955725,'Suspected Minor Injury'
ROCKVILLE,43252,18,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY AT CROSSWALK',Yes,None,0.587535,0.904208,'Suspected Serious Injury'
MONTGOMERY,42093,16.417,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.487935,0.920198,'Possible Injury'
TAKOMA,44649,16.4,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.4973,0.966657,'Possible Injury'
MONTGOMERY,42922,11.967,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.590711,0.914602,'Suspected Serious Injury'
MONTGOMERY,44491,10.833,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.657129,0.868985,'Possible Injury'
MONTGOMERY,42285,10.5,County,Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',' Working',None,'INSIDE BUILDING',No,None,0.633061,0.894667,'Possible Injury'
ROCKVILLE,43752,14,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected',Standing,None,SIDEWALK,No,None,0.596463,0.9009,'Suspected Serious Injury'
MONTGOMERY,42552,17.4,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.692992,0.837631,'Suspected Minor Injury'
MONTGOMERY,42553,16.55,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.496548,0.916885,'Possible Injury'
MONTGOMERY,44728,21.417,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.564641,0.916956,'Suspected Minor Injury'
MONTGOMERY,43383,16.85,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Cycling on Sidewalk',None,'AT AT INTERSECTION MARKED CROSSWALK',No,Yes,0.514089,0.917676,'Suspected Minor Injury'
MONTGOMERY,45536,18.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.452173,0.907913,'Suspected Minor Injury'
MONTGOMERY,43894,8.083,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking to/from school',None,'ON ROADWAY AT CROSSWALK',No,None,0.495755,0.954748,'Possible Injury'
MONTGOMERY,42551,13.567,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'YIELD SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.553113,0.933595,'No Apparent Injury'
MONTGOMERY,42949,14.6,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'MIDBLOCK MARKED CROSSWALK',No,None,0.5747,0.979469,'Suspected Minor Injury'
MONTGOMERY,42169,11.583,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'MIDBLOCK MARKED CROSSWALK',No,None,0.723462,0.894159,'Possible Injury'
GAITHERSBURG,42202,0.55,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','ILLEGAL DRUG PRESENT','Cross/Enter at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.662152,0.877596,'Possible Injury'
MONTGOMERY,43013,14.633,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.584386,0.908989,'Possible Injury'
MONTGOMERY,44587,16.667,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.628973,0.863462,'Possible Injury'
MONTGOMERY,43999,18,'US (State)',Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.500756,0.948338,'No Apparent Injury'
MONTGOMERY,42571,9.8,Government,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.507282,0.918054,'Suspected Minor Injury'
MONTGOMERY,45427,18.033,'US (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.546877,0.958653,'No Apparent Injury'
